specialty_code,specialty_name,package_code,package_name,package_amount_rs,pre_investigations,post_investigations,govt_reserved,referral_basis
MR,Radiation Oncology,MR012B,Additional fractions - 10,0,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR013A,Intracavitory,3500,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR013B,Intraluminal,3500,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR013C,Endobiliary,3500,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR013D,Endobronchial,3500,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR013E,CVS,3500,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR014A,Interstitial,42000,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR014B,Surface Mould,42000,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
MR,Radiation Oncology,MR014C,Additional fractions - 11,0,"HPE report, Clinical notes with planned line of treatment (documents confirming the  Procedure indicated and details of RT treatment plan).",Detailed Discahrge Summary (with RT treatment and doses given),No,--
SB,Orthopaedics,SB002A,Skeletal Tractions with pin,2000,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph with pins, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB002B,Skin Traction,700,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB003A,Upper Limbs,3000,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph with POP cast, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB003B,Lower Limbs,3000,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph with POP cast, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB004A,Spikas,3500,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph with POP spika, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB004B,Jackets,3500,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph with POP Jacket, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB005A,Long bone,14000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB005B,Small bone,9500,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB005C,Pelvis,14000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB005D,Both bones - forearms,15000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB006A,Percutaneous - Fixation of Fracture,3000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Stickers of implants used, Detailed Discharge Summary",Yes,No
SB,Orthopaedics,SB007A,Femur,11000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Stickers of implants used, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB007B,Humerus,11000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Stickers of implants used, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB007C,Forearm,11000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Stickers of implants used, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB008A,Internal Fixation of Small Bones ,8500,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, Post procedure X-rayshowing implant; detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant.",No,--
SB,Orthopaedics,SB009A,Fracture - Long Bones - Metaphyseal - ORIF,12700,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Stickers of implants used, Detailed Discharge Summary",Yes,No
SB,Orthopaedics,SB010A,Open Reduction Internal Fixation,14900,"Clinical notes and radiological investigations confirming the diagnosis (X-ray), clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photograph, detailed Procedure / Operative Notes. invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB010B,Closed Reduction & Fixation,18000,"Clinical notes and radiological investigations confirming the diagnosis (X-ray), clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photograph, detailed Procedure / Operative Notes. invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB011A,Plating,11800,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, Post procedure X-ray; detailed Procedure / Operative Notes. Detailed discharge summary, Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB012A,Fixation,10000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary, Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB012B,Excision,9200,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB013A,Fracture - Single Bone - Forearm - ORIF - Plating / Nailing,8900,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, Post procedure X-rayshowing implant; detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant.",Yes,No
SB,Orthopaedics,SB014A,Fracture - Both Bones - Forearm - ORIF - Plating / Nailing,12700,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, Post procedure X-rayshowing implant; detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant.",Yes,No
SB,Orthopaedics,SB015A,Lateral Condyle,8500,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, Post procedure X-rayshowing implant; detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant.",Yes,No
SB,Orthopaedics,SB015B,Medial Condyle,8500,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, Post procedure X-rayshowing implant; detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant.",Yes,No
SB,Orthopaedics,SB016A,Fracture intercondylar Humerus + olecranon osteotomy,15100,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure X-ray showing osteotomy as well as frature maneged; detailed Procedure / Operative Notes. Detailed discharge summary, Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB017A,Open Reduction Internal Fixation,17000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Stickers of implants used, Detailed Discharge Summary",Yes,No
SB,Orthopaedics,SB018A,Single Approach,28000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB018B,Combined Approach,33500,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB019A,Closed Reduction and Percutaneous Screw Fixation ,10000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB019B,Intertrochanteric Fracture with Dynamic Hip Screw,15800,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB019C,Intertrochanteric Fracture with Proximal Femoral Nail,16100,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB020A,Open Reduction Internal Fixation,14000,"Clinical notes and X-ray of ankle joint, clinical photograph of affected part","Detailed discharge summary Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB021A,Cervical spine fixation including odontoid ,20000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB022A,Anterior,40000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB022B,Posterior,30000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB023A,Bone grafting for Non union                              ,10000,"Clinical notes detailing earlier surgery that resulted in non-union and radiological investigations confirming the diagnosis (X-ray of affected joint), clinical photograph","Post procedure imaging study (X Ray), Post Procedure clinical photgraphof donor and recipient sites, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB024A,Arthorotomy of any joint,14000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post op clinical photgraph, detailed Procedure / Operative Notes. Detailed Discharge summary",Yes,No
SB,Orthopaedics,SB025A,Elbow,15000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes., Post procedure imaging study (X Ray)",No,--
SB,Orthopaedics,SB025B,Knee,15000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes., Post procedure imaging study (X Ray)",No,--
SB,Orthopaedics,SB025C,Ankle,15000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes., Post procedure imaging study (X Ray)",No,--
SB,Orthopaedics,SB026A,Ankle / Triple with implant,15000,"Clinical notes detailing indication and X-ray of ankle and foot, clinical photograph of affected part","Post procedure X-ray, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB026B,Shoulder,15000,"Clinical notes detailing indication and X-ray of ankle and foot, clinical photograph of affected part","Post procedure X-ray, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB026C,Wrist,15000,"Clinical notes detailing indication and X-ray of ankle and foot, clinical photograph of affected part","Post procedure X-ray, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB026D,Knee,15000,"Clinical notes detailing indication and X-ray of ankle and foot, clinical photograph of affected part","Post procedure X-ray, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB026E,Hand,27000,"Clinical notes detailing indication and X-ray of ankle and foot, clinical photograph of affected part","Post procedure X-ray, Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",No,--
SB,Orthopaedics,SB026F,Foot,27000,"Clinical notes detailing indication and X-ray of ankle and foot, clinical photograph of affected part","Post procedure X-ray, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary.",No,--
SB,Orthopaedics,SB026G,Ankle / Triple without implant,15000,"Clinical notes detailing indication and X-ray of ankle and foot, clinical photograph of affected part","Post procedure X-ray, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary.",No,--
SB,Orthopaedics,SB027A,Hind quarter,25000,"Clinical notes justifying surgery with X Ray of affected limb, clinical photograph of affected part showing the gangrene/ injury/ severe anatomical deformity","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed Discharge summary",No,--
SB,Orthopaedics,SB027B,Fore quarter,25000,"Clinical notes justifying surgery with X Ray of affected limb, clinical photograph of affected part showing the gangrene/ injury/ severe anatomical deformity","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed Discharge summary",No,--
SB,Orthopaedics,SB028A,Hip,7400,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary,",Yes,No
SB,Orthopaedics,SB028B,Shoulder,5500,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary,",Yes,No
SB,Orthopaedics,SB028C,Elbow,5500,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary,",Yes,No
SB,Orthopaedics,SB028D,Knee,5500,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary,",Yes,No
SB,Orthopaedics,SB029A,Open Reduction of Small Joint,8500,"Clinical and radiological investigations confirming the diagnosis (X-ray of affected joint), clinical photograph of child","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB030A,Tension Band Wiring,13000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",Yes,No
SB,Orthopaedics,SB031A,Unipolar,15000,"Clinical notes and X-ray/ CT justifying the surgery,","Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",No,--
SB,Orthopaedics,SB031B,Bipolar (Non - Modular),15000,"Clinical notes and X-ray/ CT justifying the surgery,","Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",No,--
SB,Orthopaedics,SB031C,Bipolar (Modular),15000,"Clinical notes and X-ray/ CT justifying the surgery,","Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",No,--
SB,Orthopaedics,SB032A,Rockwood Type - I,20500,"Clinical notes detailing Rockwood type of fracture, X-ray/ MRI and justification of surgery done","Post-op X-ray of operated limb, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB032B,Rockwood Type - II,20500,"Clinical notes detailing Rockwood type of fracture, X-ray/ MRI and justification of surgery done","Post-op X-ray of operated limb, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB032C,Rockwood Type - III,20500,"Clinical notes detailing Rockwood type of fracture, X-ray/ MRI and justification of surgery done","Post-op X-ray of operated limb, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB032D,Rockwood Type - IV,20500,"Clinical notes detailing Rockwood type of fracture, X-ray/ MRI and justification of surgery done","Post-op X-ray of operated limb, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB032E,Rockwood Type - V,20500,"Clinical notes detailing Rockwood type of fracture, X-ray/ MRI and justification of surgery done","Post-op X-ray of operated limb, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB032F,Rockwood Type - VI,20500,"Clinical notes detailing Rockwood type of fracture, X-ray/ MRI and justification of surgery done","Post-op X-ray of operated limb, Post Procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB033A,Excision Arthoplasty of Femur head,17500,"Clinical notes detailing indication and X-ray, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB034A,Open Reduction of CDH,20000,"Clinical and radiological investigations confirming the diagnosis (X-ray of both hips), clinical photograph","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB035A,Patellectomy,11000,"Clinical notes and X-ray of the patella justifying the procedure, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB036A,Arthroscopic Meniscus Repair / Meniscectomy,12000,Clinical notes and MRI justifying procedure,"Intra operative still image, post procedure clinical photgraph, detailed Procedure / Operative Notes, Detailed Discharge summary.",No,--
SB,Orthopaedics,SB037A,Elbow replacement,14100,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",No,--
SB,Orthopaedics,SB038A,Cemented,35000,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure X-ray showing implant, detailed Procedure / Operative Notes. Bar code of implant & cement used, Detailed discharge summary",No,--
SB,Orthopaedics,SB038B,Cementless,37000,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure X-ray showing implant, detailed Procedure / Operative Notes. Bar code of implant used, Detailed discharge summary",No,--
SB,Orthopaedics,SB038C,Hybrid,32000,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure X-ray showing implant, detailed Procedure / Operative Notes. Bar code of implant / cement used, Detailed discharge summary",No,--
SB,Orthopaedics,SB038D,Revision - Total Hip Replacement                                                         ,40000,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure X-ray showing implant, detailed Procedure / Operative Notes. Bar code of implant / cement used, Detailed discharge summary",No,--
SB,Orthopaedics,SB039A,Primary - Total Knee Replacement,25000,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",Yes,No
SB,Orthopaedics,SB039B,Revision - Total Knee Replacement                                                         ,30000,Clinical notes and X-ray/ CT justifying the surgery,"Post Procedure clinical photgraph, detailed discharge summary, detailed Procedure / Operative Notes. Post op X-ray showing the implant & invoice / bar code of implant.",Yes,No
SB,Orthopaedics,SB040A,"Bone Tumour  Excision (malignant) including GCT + Joint replacement 
(depending upon type of joint and implant)",57000,"Clinical notes justifying need of this surgery and X-ray/ MRI of affected part, Biopsy, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure with implant; invoice and barcode of implant. detailed Procedure / Operative Notes. Histopathology of excised tissue, Detailed Discharge summary",No,--
SB,Orthopaedics,SB041A,Bone Tumour Excision + reconstruction ,30000,"Clinical notes justifying need of this surgery and X-ray/ MRI of affected part, Biopsy, clinical photograph of affected part","Post procedure imaging study (X Ray), Post procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary, invoice and barcode of implant",No,--
SB,Orthopaedics,SB042A,Bone Tumour (benign) curettage / Excision and bone grafting,20000,"Clinical notes justifying need of this surgery and X-ray/ MRI of affected part, Biopsy, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph of both donor and recipient sites, detailed Procedure / Operative Notes. Histopathology of curreted tissue, Detailed Discharge summary",No,--
SB,Orthopaedics,SB043A,Above Elbow,15000,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB043B,Below Elbow,15000,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB043C,Above Knee,15000,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB043D,Below Knee,15000,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB043E,Foot,15000,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB043F,Hand,15000,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB043G,Wrist,15000,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB044A,Above Elbow,23200,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB044B,Below Elbow,23200,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB044C,Above Knee,23200,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB044D,Below Knee,23200,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB044E,Foot,23200,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB044F,Hand,23200,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB044G,Wrist,23200,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB045A,Finger(s),10400,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB045B,Toe(s),10400,"X Ray of affected limb, clinical notes and clinical photograph of affected part justifying the indication; MLC/ FIR if traumatic","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB046A,Tendon Grafting,15000,"Clinical notes detailing jusification of surgery, clinical photograph of affected part",Post Procedure clinical photgraph of donor and receipent sites; detailed Procedure / Operative Notes. Detailed discharge summary,No,--
SB,Orthopaedics,SB046B,Tendon Repair,15000,"Clinical notes detailing jusification of surgery, clinical photograph of affected part",Post Procedure clinical photgraph; detailed Procedure / Operative Notes. Detailed discharge summary,No,--
SB,Orthopaedics,SB047A,Tendon Release / Tenotomy,5000,"Clinical notes and justifying need of surgery, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",Yes,No
SB,Orthopaedics,SB048A,Tenolysis,5000,"Clinical notes and justifying need of surgery, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes including agent used for lysis of tendon. Detailed discharge summary",No,--
SB,Orthopaedics,SB049A,Anterior,25700,"Clinical notes and MRI scan of affected knee, Clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Post proedure X-ray showing implant; ensure brace is provided in package cost, Detailed Discharge summary",No,--
SB,Orthopaedics,SB049B,Posterior,25700,"Clinical notes and MRI scan of affected knee, Clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Post proedure X-ray showing implant; ensure brace is provided in package cost, Detailed Discharge summary",No,--
SB,Orthopaedics,SB050A,Fasciotomy,10500,"Clinical documents justifying surgery with USG Evidence, clinical photograph of affected part","Detailed discharge summary, Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",No,--
SB,Orthopaedics,SB051A,Duputryen?s Contracture release + rehabilitation,8500,Clinical notes and clinical photograph of affected part confirming the diagnosis,"Detailed discharge summary Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",No,--
SB,Orthopaedics,SB052A,Anti-biotic + dressing - minimum of 5 sessions,10900,"Clinical notes +/- X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary Evidence of 5 sessions dressing",No,--
SB,Orthopaedics,SB052B,Anti-biotic + dressing - minimum of 2 sessions,3000,"Clinical notes +/- X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary Evidence of 2 sessions dressing",No,--
SB,Orthopaedics,SB053A,Sequestectomy / Curettage,10000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",Yes,No
SB,Orthopaedics,SB054A,Spine deformity correction,40000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
